"Notes"	"County"	"County Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval
	"Oklahoma County, OK"	"40109"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	22	797434	2.8	3.0	1.9	4.6
	"Lane County, OR"	"41039"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	10	351715	Unreliable	Unreliable	1.3	5.1
	"Lane County, OR"	"41039"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	10	353416	Unreliable	Unreliable	1.6	6.1
	"Lane County, OR"	"41039"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	10	358337	Unreliable	Unreliable	1.2	4.9
	"Lane County, OR"	"41039"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	10	362895	Unreliable	Unreliable	1.2	4.9
	"Lane County, OR"	"41039"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	10	374748	Unreliable	Unreliable	1.1	4.5
	"Multnomah County, OR"	"41051"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	25	735334	3.4	3.1	2.0	4.7
	"Multnomah County, OR"	"41051"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	10	748031	Unreliable	Unreliable	0.6	2.4
	"Multnomah County, OR"	"41051"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	11	766135	Unreliable	Unreliable	0.7	2.4
	"Multnomah County, OR"	"41051"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	18	776712	Unreliable	Unreliable	1.3	3.6
	"Multnomah County, OR"	"41051"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	25	790294	3.2	2.9	1.8	4.3
	"Multnomah County, OR"	"41051"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	22	799766	2.8	2.5	1.6	3.8
	"Multnomah County, OR"	"41051"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	17	807555	Unreliable	Unreliable	1.2	3.4
	"Multnomah County, OR"	"41051"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	12	811880	Unreliable	Unreliable	0.8	2.8
	"Washington County, OR"	"41067"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	12	529710	Unreliable	Unreliable	1.1	3.8
	"Washington County, OR"	"41067"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	10	547672	Unreliable	Unreliable	0.9	3.3
	"Allegheny County, PA"	"42003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	10	1223348	Unreliable	Unreliable	0.3	1.3
	"Allegheny County, PA"	"42003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	17	1227066	Unreliable	Unreliable	0.7	2.1
	"Allegheny County, PA"	"42003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	14	1229338	Unreliable	Unreliable	0.7	2.2
	"Allegheny County, PA"	"42003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	10	1231527	Unreliable	Unreliable	0.3	1.4
	"Allegheny County, PA"	"42003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	15	1230459	Unreliable	Unreliable	0.6	1.7
	"Allegheny County, PA"	"42003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	11	1225365	Unreliable	Unreliable	0.4	1.4
	"Allegheny County, PA"	"42003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	15	1223048	Unreliable	Unreliable	0.6	1.7
	"Allegheny County, PA"	"42003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	10	1218452	Unreliable	Unreliable	0.3	1.4
	"Allegheny County, PA"	"42003"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	11	1216045	Unreliable	Unreliable	0.4	1.6
	"Berks County, PA"	"42011"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	38	411442	9.2	9.5	6.7	13.1
	"Berks County, PA"	"42011"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	38	412778	9.2	9.3	6.6	12.9
	"Bucks County, PA"	"42017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	13	625249	Unreliable	Unreliable	1.0	3.4
	"Bucks County, PA"	"42017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	18	626854	Unreliable	Unreliable	1.6	4.3
	"Bucks County, PA"	"42017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	18	626976	Unreliable	Unreliable	1.6	4.5
	"Bucks County, PA"	"42017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	23	626685	3.7	3.3	2.1	5.1
	"Bucks County, PA"	"42017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	12	627367	Unreliable	Unreliable	0.9	3.3
	"Bucks County, PA"	"42017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	14	626399	Unreliable	Unreliable	1.1	3.7
	"Bucks County, PA"	"42017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	18	628341	Unreliable	Unreliable	1.6	4.4
	"Bucks County, PA"	"42017"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	13	628195	Unreliable	Unreliable	1.0	3.5
	"Delaware County, PA"	"42045"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	31	558979	5.5	5.5	3.7	7.9
	"Delaware County, PA"	"42045"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	28	559494	5.0	5.3	3.5	7.8
	"Delaware County, PA"	"42045"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	23	561098	4.1	4.2	2.6	6.3
	"Delaware County, PA"	"42045"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	28	561973	5.0	5.0	3.3	7.3
	"Delaware County, PA"	"42045"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	23	562960	4.1	4.3	2.7	6.5
	"Delaware County, PA"	"42045"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	29	563894	5.1	5.4	3.6	7.8
	"Delaware County, PA"	"42045"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	32	563402	5.7	5.3	3.6	7.6
	"Delaware County, PA"	"42045"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	34	564696	6.0	5.9	4.0	8.3
	"Delaware County, PA"	"42045"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	26	564751	4.6	4.5	2.9	6.7
	"Delaware County, PA"	"42045"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	22	566747	3.9	3.8	2.4	5.8
	"Montgomery County, PA"	"42091"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	15	819264	Unreliable	Unreliable	0.9	2.9
	"Montgomery County, PA"	"42091"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	17	826075	Unreliable	Unreliable	1.1	3.0
	"Montgomery County, PA"	"42091"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	17	828604	Unreliable	Unreliable	1.1	3.1
	"Montgomery County, PA"	"42091"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	15	830915	Unreliable	Unreliable	0.9	2.8
	"Philadelphia County, PA"	"42101"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	11	1536471	Unreliable	Unreliable	0.4	1.3
	"Philadelphia County, PA"	"42101"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	11	1560297	Unreliable	Unreliable	0.4	1.3
	"Philadelphia County, PA"	"42101"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	11	1567872	Unreliable	Unreliable	0.3	1.3
	"Philadelphia County, PA"	"42101"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	23	1580863	1.5	1.4	0.9	2.1
	"Philadelphia County, PA"	"42101"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	21	1584138	1.3	1.3	0.8	1.9
	"Philadelphia County, PA"	"42101"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	23	1584064	1.5	1.3	0.8	2.0
	"Schuylkill County, PA"	"42107"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	11	142569	Unreliable	Unreliable	4.3	15.6
	"Schuylkill County, PA"	"42107"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	29	142067	20.4	20.9	13.7	30.3
	"Schuylkill County, PA"	"42107"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	40	141359	28.3	30.5	21.6	41.8
	"Providence County, RI"	"44007"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	15	628600	Unreliable	Unreliable	1.2	3.6
	"Providence County, RI"	"44007"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	10	637357	Unreliable	Unreliable	0.8	2.9
	"Providence County, RI"	"44007"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	13	636084	Unreliable	Unreliable	0.8	2.9
	"Charleston County, SC"	"45019"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	10	389262	Unreliable	Unreliable	1.2	4.7
	"Minnehaha County, SD"	"46099"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	12	169468	Unreliable	Unreliable	3.7	12.7
	"Davidson County, TN"	"47037"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	10	626681	Unreliable	Unreliable	0.7	2.9
	"Davidson County, TN"	"47037"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	13	648295	Unreliable	Unreliable	1.1	3.5
	"Davidson County, TN"	"47037"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	10	658602	Unreliable	Unreliable	0.7	2.7
	"Davidson County, TN"	"47037"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	10	678889	Unreliable	Unreliable	0.7	2.7
	"Davidson County, TN"	"47037"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	10	692587	Unreliable	Unreliable	0.6	2.5
	"Davidson County, TN"	"47037"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	17	694144	Unreliable	Unreliable	1.4	4.1
	"Knox County, TN"	"47093"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	14	444622	Unreliable	Unreliable	1.7	5.4
	"Knox County, TN"	"47093"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	10	461860	Unreliable	Unreliable	0.9	3.6
	"Shelby County, TN"	"47157"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	10	927644	Unreliable	Unreliable	0.5	1.9
	"Shelby County, TN"	"47157"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	13	935088	Unreliable	Unreliable	0.7	2.3
	"Shelby County, TN"	"47157"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	14	940764	Unreliable	Unreliable	0.7	2.3
	"Shelby County, TN"	"47157"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	18	939465	Unreliable	Unreliable	1.1	3.1
	"Shelby County, TN"	"47157"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	17	938803	Unreliable	Unreliable	1.0	2.8
	"Shelby County, TN"	"47157"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	20	938069	2.1	2.1	1.3	3.2
	"Shelby County, TN"	"47157"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	18	934603	Unreliable	Unreliable	1.0	2.9
	"Shelby County, TN"	"47157"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	16	936961	Unreliable	Unreliable	1.1	3.0
	"Shelby County, TN"	"47157"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	14	935764	Unreliable	Unreliable	0.8	2.6
	"Shelby County, TN"	"47157"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	21	937166	2.2	2.3	1.4	3.5
	"Bexar County, TX"	"48029"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	15	1714773	Unreliable	Unreliable	0.5	1.5
	"Bexar County, TX"	"48029"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	22	1756153	1.3	1.3	0.8	2.0
	"Bexar County, TX"	"48029"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	14	1785704	Unreliable	Unreliable	0.4	1.4
	"Bexar County, TX"	"48029"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	17	1817610	Unreliable	Unreliable	0.6	1.5
	"Bexar County, TX"	"48029"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	24	1855866	1.3	1.4	0.9	2.0
	"Bexar County, TX"	"48029"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	26	1897753	1.4	1.4	0.9	2.0
	"Bexar County, TX"	"48029"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	14	1928680	Unreliable	Unreliable	0.4	1.3
	"Bexar County, TX"	"48029"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	20	1958578	1.0	1.0	0.6	1.5
	"Bexar County, TX"	"48029"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	10	1986049	Unreliable	Unreliable	0.2	0.9
	"Bexar County, TX"	"48029"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	20	2003554	1.0	1.0	0.6	1.5
	"Collin County, TX"	"48085"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	14	812226	Unreliable	Unreliable	0.9	2.6
	"Collin County, TX"	"48085"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	13	834642	Unreliable	Unreliable	0.8	2.6
	"Collin County, TX"	"48085"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	11	854778	Unreliable	Unreliable	0.6	2.1
	"Collin County, TX"	"48085"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	12	885241	Unreliable	Unreliable	0.7	2.3
	"Collin County, TX"	"48085"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	17	914127	Unreliable	Unreliable	1.0	2.7
	"Collin County, TX"	"48085"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	11	969603	Unreliable	Unreliable	0.5	2.0
	"Collin County, TX"	"48085"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	13	1034730	Unreliable	Unreliable	0.7	2.2
	"Dallas County, TX"	"48113"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	24	2368139	1.0	1.0	0.6	1.5
	"Dallas County, TX"	"48113"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	21	2416014	0.9	0.9	0.5	1.3
	"Dallas County, TX"	"48113"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	29	2453843	1.2	1.2	0.8	1.7
	"Dallas County, TX"	"48113"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	17	2480331	Unreliable	Unreliable	0.4	1.1
	"Dallas County, TX"	"48113"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	19	2518638	Unreliable	Unreliable	0.5	1.2
	"Dallas County, TX"	"48113"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	16	2553385	Unreliable	Unreliable	0.4	1.1
	"Dallas County, TX"	"48113"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	27	2574984	1.0	1.1	0.7	1.6
	"Dallas County, TX"	"48113"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	15	2618148	Unreliable	Unreliable	0.3	1.0
	"Dallas County, TX"	"48113"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	14	2637772	Unreliable	Unreliable	0.3	0.9
	"Dallas County, TX"	"48113"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	17	2635516	Unreliable	Unreliable	0.4	1.0
	"El Paso County, TX"	"48141"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	12	827398	Unreliable	Unreliable	0.8	2.7
	"Harris County, TX"	"48201"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	39	4092459	1.0	1.1	0.8	1.5
	"Harris County, TX"	"48201"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	23	4180894	0.6	0.5	0.3	0.8
	"Harris County, TX"	"48201"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	24	4253700	0.6	0.6	0.4	0.9
	"Harris County, TX"	"48201"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	31	4336853	0.7	0.7	0.5	1.0
	"Harris County, TX"	"48201"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	43	4441370	1.0	1.0	0.7	1.4
	"Harris County, TX"	"48201"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	22	4538028	0.5	0.5	0.3	0.7
	"Harris County, TX"	"48201"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	33	4589928	0.7	0.7	0.5	1.0
	"Harris County, TX"	"48201"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	27	4652980	0.6	0.6	0.4	1.0
	"Harris County, TX"	"48201"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	38	4698619	0.8	0.8	0.6	1.2
	"Harris County, TX"	"48201"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	26	4713325	0.6	0.6	0.4	0.9
	"Montgomery County, TX"	"48339"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	10	537559	Unreliable	Unreliable	0.9	3.6
	"Nueces County, TX"	"48355"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	15	359715	Unreliable	Unreliable	2.4	7.0
	"Nueces County, TX"	"48355"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	10	361350	Unreliable	Unreliable	1.3	4.9
	"Nueces County, TX"	"48355"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	10	362265	Unreliable	Unreliable	1.3	5.0
